# P, Pc, E, M, R, EoS
3.530171746800874429e-12 1.020000000000000000e+02 5.636593640728370929e+02 1.644373539945930718e+00 1.225199999999864886e+01 HHJ_2
8.157684832679775422e-12 1.030000000000000000e+02 5.660438008233281835e+02 1.649025607394924320e+00 1.224699999999865163e+01 HHJ_2
4.173154341791520378e-12 1.040000000000000000e+02 5.684185568596839175e+02 1.653616274000576203e+00 1.224299999999865385e+01 HHJ_2
3.506632618278628291e-12 1.050000000000000000e+02 5.707837866885375888e+02 1.658146684750984701e+00 1.223899999999865607e+01 HHJ_2
4.620484381525283954e-12 1.060000000000000000e+02 5.731396408949144643e+02 1.662617952246138620e+00 1.223399999999865884e+01 HHJ_2
1.044858630067242342e-11 1.070000000000000000e+02 5.754862662778325557e+02 1.667031161185398735e+00 1.222899999999866161e+01 HHJ_2
7.354723983285260594e-12 1.080000000000000000e+02 5.778238059799922439e+02 1.671387369158917613e+00 1.222499999999866382e+01 HHJ_2
3.490995299523578380e-12 1.090000000000000000e+02 5.801523996118660307e+02 1.675687607499221299e+00 1.222099999999866604e+01 HHJ_2
7.806308613352250982e-12 1.100000000000000000e+02 5.824721833704775236e+02 1.679932882266241156e+00 1.221599999999866881e+01 HHJ_2
3.721727753535419263e-12 1.110000000000000000e+02 5.847832901531442076e+02 1.684124174913902428e+00 1.221199999999867103e+01 HHJ_2
1.055812994697647062e-11 1.120000000000000000e+02 5.870858496664403674e+02 1.688262443067878094e+00 1.220699999999867380e+01 HHJ_2
3.906906005091435685e-12 1.130000000000000000e+02 5.893799885306220858e+02 1.692348621316570823e+00 1.220299999999867602e+01 HHJ_2
1.097304308315320428e-11 1.140000000000000000e+02 5.916658303797424878e+02 1.696383621964299815e+00 1.219799999999867879e+01 HHJ_2
4.091711112467411160e-12 1.150000000000000000e+02 5.939434959576688016e+02 1.700368335521661445e+00 1.219399999999868101e+01 HHJ_2
9.821102537726702495e-12 1.160000000000000000e+02 5.962131032102065546e+02 1.704303631626421289e+00 1.218899999999868378e+01 HHJ_2
